site,treatment,plot,co2,temperature_offset_C,year,model_var,obs,obs_err,units,source_variable,source_components,source_file,pft_group,pft_indices,anpp_tree,anpp_shrub,npp_sphagnum,bnpp_tree_shrub,rhco2,notes
US-SPR,TAMB,P07,Amb,0,2016,NPP,213.5,32.025,gC m-2 y-1,total_npp,ANPP Tree (~48%C)+ANPP Shrub (~50%C)+NPP Sphag.+BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,54.6,56.4,93.1,9.4,-369.9,"sum of tree ANPP, shrub ANPP, sphagnum NPP, and tree/shrub BNPP"
US-SPR,TAMB,P07,Amb,0,2016,AGNPP_pftgroup_tree,54.6,8.19,gC m-2 y-1,ANPP Tree (~48%C),ANPP Tree (~48%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,tree,"3,5",54.6,56.4,93.1,9.4,-369.9,measured tree aboveground NPP
US-SPR,TAMB,P07,Amb,0,2016,AGNPP_pftgroup_shrub,56.4,8.46,gC m-2 y-1,ANPP Shrub (~50%C),ANPP Shrub (~50%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,shrub,14,54.6,56.4,93.1,9.4,-369.9,measured shrub aboveground NPP
US-SPR,TAMB,P07,Amb,0,2016,BGNPP_pftgroup_woody,9.4,1.41,gC m-2 y-1,BNPP Tree & Shrub,BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,woody,"3,5,14",54.6,56.4,93.1,9.4,-369.9,measured combined tree and shrub belowground NPP
US-SPR,TAMB,P07,Amb,0,2016,NPP_pftgroup_moss,93.1,13.965,gC m-2 y-1,NPP Sphag.,NPP Sphag.,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,moss,18,54.6,56.4,93.1,9.4,-369.9,measured sphagnum NPP
US-SPR,TAMB,P07,Amb,0,2016,HR,369.9,55.485,gC m-2 y-1,RHCO2,RHCO2,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,54.6,56.4,93.1,9.4,-369.9,RHCO2 sign flipped so positive values match model HR
US-SPR,T0.00,P06,0,0,2016,NPP,274.8,41.22,gC m-2 y-1,total_npp,ANPP Tree (~48%C)+ANPP Shrub (~50%C)+NPP Sphag.+BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,45.9,55.3,110.1,63.5,-352.7,"sum of tree ANPP, shrub ANPP, sphagnum NPP, and tree/shrub BNPP"
US-SPR,T0.00,P06,0,0,2016,AGNPP_pftgroup_tree,45.9,6.885,gC m-2 y-1,ANPP Tree (~48%C),ANPP Tree (~48%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,tree,"3,5",45.9,55.3,110.1,63.5,-352.7,measured tree aboveground NPP
US-SPR,T0.00,P06,0,0,2016,AGNPP_pftgroup_shrub,55.3,8.295,gC m-2 y-1,ANPP Shrub (~50%C),ANPP Shrub (~50%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,shrub,14,45.9,55.3,110.1,63.5,-352.7,measured shrub aboveground NPP
US-SPR,T0.00,P06,0,0,2016,BGNPP_pftgroup_woody,63.5,9.525,gC m-2 y-1,BNPP Tree & Shrub,BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,woody,"3,5,14",45.9,55.3,110.1,63.5,-352.7,measured combined tree and shrub belowground NPP
US-SPR,T0.00,P06,0,0,2016,NPP_pftgroup_moss,110.1,16.515,gC m-2 y-1,NPP Sphag.,NPP Sphag.,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,moss,18,45.9,55.3,110.1,63.5,-352.7,measured sphagnum NPP
US-SPR,T0.00,P06,0,0,2016,HR,352.7,52.905,gC m-2 y-1,RHCO2,RHCO2,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,45.9,55.3,110.1,63.5,-352.7,RHCO2 sign flipped so positive values match model HR
US-SPR,T2.25,P20,0,2.25,2016,NPP,476.7,71.505,gC m-2 y-1,total_npp,ANPP Tree (~48%C)+ANPP Shrub (~50%C)+NPP Sphag.+BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,146.3,131.4,91.4,107.6,-439.5,"sum of tree ANPP, shrub ANPP, sphagnum NPP, and tree/shrub BNPP"
US-SPR,T2.25,P20,0,2.25,2016,AGNPP_pftgroup_tree,146.3,21.945,gC m-2 y-1,ANPP Tree (~48%C),ANPP Tree (~48%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,tree,"3,5",146.3,131.4,91.4,107.6,-439.5,measured tree aboveground NPP
US-SPR,T2.25,P20,0,2.25,2016,AGNPP_pftgroup_shrub,131.4,19.71,gC m-2 y-1,ANPP Shrub (~50%C),ANPP Shrub (~50%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,shrub,14,146.3,131.4,91.4,107.6,-439.5,measured shrub aboveground NPP
US-SPR,T2.25,P20,0,2.25,2016,BGNPP_pftgroup_woody,107.6,16.14,gC m-2 y-1,BNPP Tree & Shrub,BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,woody,"3,5,14",146.3,131.4,91.4,107.6,-439.5,measured combined tree and shrub belowground NPP
US-SPR,T2.25,P20,0,2.25,2016,NPP_pftgroup_moss,91.4,13.71,gC m-2 y-1,NPP Sphag.,NPP Sphag.,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,moss,18,146.3,131.4,91.4,107.6,-439.5,measured sphagnum NPP
US-SPR,T2.25,P20,0,2.25,2016,HR,439.5,65.925,gC m-2 y-1,RHCO2,RHCO2,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,146.3,131.4,91.4,107.6,-439.5,RHCO2 sign flipped so positive values match model HR
US-SPR,T4.50,P13,0,4.5,2016,NPP,342.9,51.435,gC m-2 y-1,total_npp,ANPP Tree (~48%C)+ANPP Shrub (~50%C)+NPP Sphag.+BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,51.9,84.8,117.8,88.4,-453.3,"sum of tree ANPP, shrub ANPP, sphagnum NPP, and tree/shrub BNPP"
US-SPR,T4.50,P13,0,4.5,2016,AGNPP_pftgroup_tree,51.9,7.785,gC m-2 y-1,ANPP Tree (~48%C),ANPP Tree (~48%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,tree,"3,5",51.9,84.8,117.8,88.4,-453.3,measured tree aboveground NPP
US-SPR,T4.50,P13,0,4.5,2016,AGNPP_pftgroup_shrub,84.8,12.72,gC m-2 y-1,ANPP Shrub (~50%C),ANPP Shrub (~50%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,shrub,14,51.9,84.8,117.8,88.4,-453.3,measured shrub aboveground NPP
US-SPR,T4.50,P13,0,4.5,2016,BGNPP_pftgroup_woody,88.4,13.26,gC m-2 y-1,BNPP Tree & Shrub,BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,woody,"3,5,14",51.9,84.8,117.8,88.4,-453.3,measured combined tree and shrub belowground NPP
US-SPR,T4.50,P13,0,4.5,2016,NPP_pftgroup_moss,117.8,17.67,gC m-2 y-1,NPP Sphag.,NPP Sphag.,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,moss,18,51.9,84.8,117.8,88.4,-453.3,measured sphagnum NPP
US-SPR,T4.50,P13,0,4.5,2016,HR,453.3,67.995,gC m-2 y-1,RHCO2,RHCO2,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,51.9,84.8,117.8,88.4,-453.3,RHCO2 sign flipped so positive values match model HR
US-SPR,T6.75,P08,0,6.75,2016,NPP,403.2,60.48,gC m-2 y-1,total_npp,ANPP Tree (~48%C)+ANPP Shrub (~50%C)+NPP Sphag.+BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,73.2,116.9,107.6,105.5,-505.1,"sum of tree ANPP, shrub ANPP, sphagnum NPP, and tree/shrub BNPP"
US-SPR,T6.75,P08,0,6.75,2016,AGNPP_pftgroup_tree,73.2,10.98,gC m-2 y-1,ANPP Tree (~48%C),ANPP Tree (~48%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,tree,"3,5",73.2,116.9,107.6,105.5,-505.1,measured tree aboveground NPP
US-SPR,T6.75,P08,0,6.75,2016,AGNPP_pftgroup_shrub,116.9,17.535,gC m-2 y-1,ANPP Shrub (~50%C),ANPP Shrub (~50%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,shrub,14,73.2,116.9,107.6,105.5,-505.1,measured shrub aboveground NPP
US-SPR,T6.75,P08,0,6.75,2016,BGNPP_pftgroup_woody,105.5,15.825,gC m-2 y-1,BNPP Tree & Shrub,BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,woody,"3,5,14",73.2,116.9,107.6,105.5,-505.1,measured combined tree and shrub belowground NPP
US-SPR,T6.75,P08,0,6.75,2016,NPP_pftgroup_moss,107.6,16.14,gC m-2 y-1,NPP Sphag.,NPP Sphag.,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,moss,18,73.2,116.9,107.6,105.5,-505.1,measured sphagnum NPP
US-SPR,T6.75,P08,0,6.75,2016,HR,505.1,75.765,gC m-2 y-1,RHCO2,RHCO2,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,73.2,116.9,107.6,105.5,-505.1,RHCO2 sign flipped so positive values match model HR
US-SPR,T9.00,P17,0,9,2016,NPP,357.3,53.595,gC m-2 y-1,total_npp,ANPP Tree (~48%C)+ANPP Shrub (~50%C)+NPP Sphag.+BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,57.4,153.7,111.8,34.4,-503.3,"sum of tree ANPP, shrub ANPP, sphagnum NPP, and tree/shrub BNPP"
US-SPR,T9.00,P17,0,9,2016,AGNPP_pftgroup_tree,57.4,8.61,gC m-2 y-1,ANPP Tree (~48%C),ANPP Tree (~48%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,tree,"3,5",57.4,153.7,111.8,34.4,-503.3,measured tree aboveground NPP
US-SPR,T9.00,P17,0,9,2016,AGNPP_pftgroup_shrub,153.7,23.055,gC m-2 y-1,ANPP Shrub (~50%C),ANPP Shrub (~50%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,shrub,14,57.4,153.7,111.8,34.4,-503.3,measured shrub aboveground NPP
US-SPR,T9.00,P17,0,9,2016,BGNPP_pftgroup_woody,34.4,5.16,gC m-2 y-1,BNPP Tree & Shrub,BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,woody,"3,5,14",57.4,153.7,111.8,34.4,-503.3,measured combined tree and shrub belowground NPP
US-SPR,T9.00,P17,0,9,2016,NPP_pftgroup_moss,111.8,16.77,gC m-2 y-1,NPP Sphag.,NPP Sphag.,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,moss,18,57.4,153.7,111.8,34.4,-503.3,measured sphagnum NPP
US-SPR,T9.00,P17,0,9,2016,HR,503.3,75.495,gC m-2 y-1,RHCO2,RHCO2,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,57.4,153.7,111.8,34.4,-503.3,RHCO2 sign flipped so positive values match model HR
US-SPR,TAMB,P07,Amb,0,2017,NPP,293.3,43.995,gC m-2 y-1,total_npp,ANPP Tree (~48%C)+ANPP Shrub (~50%C)+NPP Sphag.+BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,81.2,77,124.4,10.7,-352,"sum of tree ANPP, shrub ANPP, sphagnum NPP, and tree/shrub BNPP"
US-SPR,TAMB,P07,Amb,0,2017,AGNPP_pftgroup_tree,81.2,12.18,gC m-2 y-1,ANPP Tree (~48%C),ANPP Tree (~48%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,tree,"3,5",81.2,77,124.4,10.7,-352,measured tree aboveground NPP
US-SPR,TAMB,P07,Amb,0,2017,AGNPP_pftgroup_shrub,77,11.55,gC m-2 y-1,ANPP Shrub (~50%C),ANPP Shrub (~50%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,shrub,14,81.2,77,124.4,10.7,-352,measured shrub aboveground NPP
US-SPR,TAMB,P07,Amb,0,2017,BGNPP_pftgroup_woody,10.7,1.605,gC m-2 y-1,BNPP Tree & Shrub,BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,woody,"3,5,14",81.2,77,124.4,10.7,-352,measured combined tree and shrub belowground NPP
US-SPR,TAMB,P07,Amb,0,2017,NPP_pftgroup_moss,124.4,18.66,gC m-2 y-1,NPP Sphag.,NPP Sphag.,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,moss,18,81.2,77,124.4,10.7,-352,measured sphagnum NPP
US-SPR,TAMB,P07,Amb,0,2017,HR,352,52.8,gC m-2 y-1,RHCO2,RHCO2,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,81.2,77,124.4,10.7,-352,RHCO2 sign flipped so positive values match model HR
US-SPR,T0.00,P06,0,0,2017,NPP,374.7,56.205,gC m-2 y-1,total_npp,ANPP Tree (~48%C)+ANPP Shrub (~50%C)+NPP Sphag.+BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,58.5,142.5,101.8,71.9,-322.1,"sum of tree ANPP, shrub ANPP, sphagnum NPP, and tree/shrub BNPP"
US-SPR,T0.00,P06,0,0,2017,AGNPP_pftgroup_tree,58.5,8.775,gC m-2 y-1,ANPP Tree (~48%C),ANPP Tree (~48%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,tree,"3,5",58.5,142.5,101.8,71.9,-322.1,measured tree aboveground NPP
US-SPR,T0.00,P06,0,0,2017,AGNPP_pftgroup_shrub,142.5,21.375,gC m-2 y-1,ANPP Shrub (~50%C),ANPP Shrub (~50%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,shrub,14,58.5,142.5,101.8,71.9,-322.1,measured shrub aboveground NPP
US-SPR,T0.00,P06,0,0,2017,BGNPP_pftgroup_woody,71.9,10.785,gC m-2 y-1,BNPP Tree & Shrub,BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,woody,"3,5,14",58.5,142.5,101.8,71.9,-322.1,measured combined tree and shrub belowground NPP
US-SPR,T0.00,P06,0,0,2017,NPP_pftgroup_moss,101.8,15.27,gC m-2 y-1,NPP Sphag.,NPP Sphag.,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,moss,18,58.5,142.5,101.8,71.9,-322.1,measured sphagnum NPP
US-SPR,T0.00,P06,0,0,2017,HR,322.1,48.315,gC m-2 y-1,RHCO2,RHCO2,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,58.5,142.5,101.8,71.9,-322.1,RHCO2 sign flipped so positive values match model HR
US-SPR,T2.25,P20,0,2.25,2017,NPP,456.4,68.46,gC m-2 y-1,total_npp,ANPP Tree (~48%C)+ANPP Shrub (~50%C)+NPP Sphag.+BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,173,90.2,119.6,73.6,-411.4,"sum of tree ANPP, shrub ANPP, sphagnum NPP, and tree/shrub BNPP"
US-SPR,T2.25,P20,0,2.25,2017,AGNPP_pftgroup_tree,173,25.95,gC m-2 y-1,ANPP Tree (~48%C),ANPP Tree (~48%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,tree,"3,5",173,90.2,119.6,73.6,-411.4,measured tree aboveground NPP
US-SPR,T2.25,P20,0,2.25,2017,AGNPP_pftgroup_shrub,90.2,13.53,gC m-2 y-1,ANPP Shrub (~50%C),ANPP Shrub (~50%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,shrub,14,173,90.2,119.6,73.6,-411.4,measured shrub aboveground NPP
US-SPR,T2.25,P20,0,2.25,2017,BGNPP_pftgroup_woody,73.6,11.04,gC m-2 y-1,BNPP Tree & Shrub,BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,woody,"3,5,14",173,90.2,119.6,73.6,-411.4,measured combined tree and shrub belowground NPP
US-SPR,T2.25,P20,0,2.25,2017,NPP_pftgroup_moss,119.6,17.94,gC m-2 y-1,NPP Sphag.,NPP Sphag.,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,moss,18,173,90.2,119.6,73.6,-411.4,measured sphagnum NPP
US-SPR,T2.25,P20,0,2.25,2017,HR,411.4,61.71,gC m-2 y-1,RHCO2,RHCO2,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,173,90.2,119.6,73.6,-411.4,RHCO2 sign flipped so positive values match model HR
US-SPR,T4.50,P13,0,4.5,2017,NPP,349.8,52.47,gC m-2 y-1,total_npp,ANPP Tree (~48%C)+ANPP Shrub (~50%C)+NPP Sphag.+BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,57.3,112.8,94,85.7,-397.5,"sum of tree ANPP, shrub ANPP, sphagnum NPP, and tree/shrub BNPP"
US-SPR,T4.50,P13,0,4.5,2017,AGNPP_pftgroup_tree,57.3,8.595,gC m-2 y-1,ANPP Tree (~48%C),ANPP Tree (~48%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,tree,"3,5",57.3,112.8,94,85.7,-397.5,measured tree aboveground NPP
US-SPR,T4.50,P13,0,4.5,2017,AGNPP_pftgroup_shrub,112.8,16.92,gC m-2 y-1,ANPP Shrub (~50%C),ANPP Shrub (~50%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,shrub,14,57.3,112.8,94,85.7,-397.5,measured shrub aboveground NPP
US-SPR,T4.50,P13,0,4.5,2017,BGNPP_pftgroup_woody,85.7,12.855,gC m-2 y-1,BNPP Tree & Shrub,BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,woody,"3,5,14",57.3,112.8,94,85.7,-397.5,measured combined tree and shrub belowground NPP
US-SPR,T4.50,P13,0,4.5,2017,NPP_pftgroup_moss,94,14.1,gC m-2 y-1,NPP Sphag.,NPP Sphag.,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,moss,18,57.3,112.8,94,85.7,-397.5,measured sphagnum NPP
US-SPR,T4.50,P13,0,4.5,2017,HR,397.5,59.625,gC m-2 y-1,RHCO2,RHCO2,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,57.3,112.8,94,85.7,-397.5,RHCO2 sign flipped so positive values match model HR
US-SPR,T6.75,P08,0,6.75,2017,NPP,326,48.9,gC m-2 y-1,total_npp,ANPP Tree (~48%C)+ANPP Shrub (~50%C)+NPP Sphag.+BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,90,107.3,53.6,75.1,-479.6,"sum of tree ANPP, shrub ANPP, sphagnum NPP, and tree/shrub BNPP"
US-SPR,T6.75,P08,0,6.75,2017,AGNPP_pftgroup_tree,90,13.5,gC m-2 y-1,ANPP Tree (~48%C),ANPP Tree (~48%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,tree,"3,5",90,107.3,53.6,75.1,-479.6,measured tree aboveground NPP
US-SPR,T6.75,P08,0,6.75,2017,AGNPP_pftgroup_shrub,107.3,16.095,gC m-2 y-1,ANPP Shrub (~50%C),ANPP Shrub (~50%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,shrub,14,90,107.3,53.6,75.1,-479.6,measured shrub aboveground NPP
US-SPR,T6.75,P08,0,6.75,2017,BGNPP_pftgroup_woody,75.1,11.265,gC m-2 y-1,BNPP Tree & Shrub,BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,woody,"3,5,14",90,107.3,53.6,75.1,-479.6,measured combined tree and shrub belowground NPP
US-SPR,T6.75,P08,0,6.75,2017,NPP_pftgroup_moss,53.6,8.04,gC m-2 y-1,NPP Sphag.,NPP Sphag.,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,moss,18,90,107.3,53.6,75.1,-479.6,measured sphagnum NPP
US-SPR,T6.75,P08,0,6.75,2017,HR,479.6,71.94,gC m-2 y-1,RHCO2,RHCO2,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,90,107.3,53.6,75.1,-479.6,RHCO2 sign flipped so positive values match model HR
US-SPR,T9.00,P17,0,9,2017,NPP,324.1,48.615,gC m-2 y-1,total_npp,ANPP Tree (~48%C)+ANPP Shrub (~50%C)+NPP Sphag.+BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,33.2,101.8,25.5,163.6,-474.6,"sum of tree ANPP, shrub ANPP, sphagnum NPP, and tree/shrub BNPP"
US-SPR,T9.00,P17,0,9,2017,AGNPP_pftgroup_tree,33.2,4.98,gC m-2 y-1,ANPP Tree (~48%C),ANPP Tree (~48%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,tree,"3,5",33.2,101.8,25.5,163.6,-474.6,measured tree aboveground NPP
US-SPR,T9.00,P17,0,9,2017,AGNPP_pftgroup_shrub,101.8,15.27,gC m-2 y-1,ANPP Shrub (~50%C),ANPP Shrub (~50%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,shrub,14,33.2,101.8,25.5,163.6,-474.6,measured shrub aboveground NPP
US-SPR,T9.00,P17,0,9,2017,BGNPP_pftgroup_woody,163.6,24.54,gC m-2 y-1,BNPP Tree & Shrub,BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,woody,"3,5,14",33.2,101.8,25.5,163.6,-474.6,measured combined tree and shrub belowground NPP
US-SPR,T9.00,P17,0,9,2017,NPP_pftgroup_moss,25.5,3.825,gC m-2 y-1,NPP Sphag.,NPP Sphag.,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,moss,18,33.2,101.8,25.5,163.6,-474.6,measured sphagnum NPP
US-SPR,T9.00,P17,0,9,2017,HR,474.6,71.19,gC m-2 y-1,RHCO2,RHCO2,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,33.2,101.8,25.5,163.6,-474.6,RHCO2 sign flipped so positive values match model HR
US-SPR,TAMB,P07,Amb,0,2018,NPP,309.65,46.4475,gC m-2 y-1,total_npp,ANPP Tree (~48%C)+ANPP Shrub (~50%C)+NPP Sphag.+BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,68.2,91.4,140,10.05,-356.9,"sum of tree ANPP, shrub ANPP, sphagnum NPP, and tree/shrub BNPP"
US-SPR,TAMB,P07,Amb,0,2018,AGNPP_pftgroup_tree,68.2,10.23,gC m-2 y-1,ANPP Tree (~48%C),ANPP Tree (~48%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,tree,"3,5",68.2,91.4,140,10.05,-356.9,measured tree aboveground NPP
US-SPR,TAMB,P07,Amb,0,2018,AGNPP_pftgroup_shrub,91.4,13.71,gC m-2 y-1,ANPP Shrub (~50%C),ANPP Shrub (~50%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,shrub,14,68.2,91.4,140,10.05,-356.9,measured shrub aboveground NPP
US-SPR,TAMB,P07,Amb,0,2018,BGNPP_pftgroup_woody,10.05,1.5075,gC m-2 y-1,BNPP Tree & Shrub,BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,woody,"3,5,14",68.2,91.4,140,10.05,-356.9,measured combined tree and shrub belowground NPP
US-SPR,TAMB,P07,Amb,0,2018,NPP_pftgroup_moss,140,21,gC m-2 y-1,NPP Sphag.,NPP Sphag.,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,moss,18,68.2,91.4,140,10.05,-356.9,measured sphagnum NPP
US-SPR,TAMB,P07,Amb,0,2018,HR,356.9,53.535,gC m-2 y-1,RHCO2,RHCO2,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,68.2,91.4,140,10.05,-356.9,RHCO2 sign flipped so positive values match model HR
US-SPR,T0.00,P06,0,0,2018,NPP,417.6,62.64,gC m-2 y-1,total_npp,ANPP Tree (~48%C)+ANPP Shrub (~50%C)+NPP Sphag.+BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,47.8,97.6,204.5,67.7,-324.1,"sum of tree ANPP, shrub ANPP, sphagnum NPP, and tree/shrub BNPP"
US-SPR,T0.00,P06,0,0,2018,AGNPP_pftgroup_tree,47.8,7.17,gC m-2 y-1,ANPP Tree (~48%C),ANPP Tree (~48%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,tree,"3,5",47.8,97.6,204.5,67.7,-324.1,measured tree aboveground NPP
US-SPR,T0.00,P06,0,0,2018,AGNPP_pftgroup_shrub,97.6,14.64,gC m-2 y-1,ANPP Shrub (~50%C),ANPP Shrub (~50%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,shrub,14,47.8,97.6,204.5,67.7,-324.1,measured shrub aboveground NPP
US-SPR,T0.00,P06,0,0,2018,BGNPP_pftgroup_woody,67.7,10.155,gC m-2 y-1,BNPP Tree & Shrub,BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,woody,"3,5,14",47.8,97.6,204.5,67.7,-324.1,measured combined tree and shrub belowground NPP
US-SPR,T0.00,P06,0,0,2018,NPP_pftgroup_moss,204.5,30.675,gC m-2 y-1,NPP Sphag.,NPP Sphag.,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,moss,18,47.8,97.6,204.5,67.7,-324.1,measured sphagnum NPP
US-SPR,T0.00,P06,0,0,2018,HR,324.1,48.615,gC m-2 y-1,RHCO2,RHCO2,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,47.8,97.6,204.5,67.7,-324.1,RHCO2 sign flipped so positive values match model HR
US-SPR,T2.25,P20,0,2.25,2018,NPP,499.2,74.88,gC m-2 y-1,total_npp,ANPP Tree (~48%C)+ANPP Shrub (~50%C)+NPP Sphag.+BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,158.5,59.2,190.9,90.6,-386.9,"sum of tree ANPP, shrub ANPP, sphagnum NPP, and tree/shrub BNPP"
US-SPR,T2.25,P20,0,2.25,2018,AGNPP_pftgroup_tree,158.5,23.775,gC m-2 y-1,ANPP Tree (~48%C),ANPP Tree (~48%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,tree,"3,5",158.5,59.2,190.9,90.6,-386.9,measured tree aboveground NPP
US-SPR,T2.25,P20,0,2.25,2018,AGNPP_pftgroup_shrub,59.2,8.88,gC m-2 y-1,ANPP Shrub (~50%C),ANPP Shrub (~50%C),SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,shrub,14,158.5,59.2,190.9,90.6,-386.9,measured shrub aboveground NPP
US-SPR,T2.25,P20,0,2.25,2018,BGNPP_pftgroup_woody,90.6,13.59,gC m-2 y-1,BNPP Tree & Shrub,BNPP Tree & Shrub,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,woody,"3,5,14",158.5,59.2,190.9,90.6,-386.9,measured combined tree and shrub belowground NPP
US-SPR,T2.25,P20,0,2.25,2018,NPP_pftgroup_moss,190.9,28.635,gC m-2 y-1,NPP Sphag.,NPP Sphag.,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,moss,18,158.5,59.2,190.9,90.6,-386.9,measured sphagnum NPP
US-SPR,T2.25,P20,0,2.25,2018,HR,386.9,58.035,gC m-2 y-1,RHCO2,RHCO2,SPRUCE C Budget Summary 19JAN2025_natalie.xlsx,,,158.5,59.2,190.9,90.6,-386.9,RHCO2 sign flipped so positive values match model HR
